"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PTBP1",-0.06761675649072,7.63943266617358,-0.0974200154798895,0.92409167353929,0.993047583803963,-5.5952261997438
"DNPEP",-0.0414531081311322,7.16112226274335,-0.0972388987844339,0.924232313638396,0.993047583803963,-5.59524279268893
"LRRC43",-0.0567684877830539,6.75555358163494,-0.0972204893540666,0.924246609015343,0.993047583803963,-5.59524447753722
"MC4R",-0.152493138806241,4.57488924361337,-0.0972103910103053,0.924254450640273,0.993047583803963,-5.59524540161186
"LSM4",0.0504646787220242,8.99491644200026,0.0971784213770103,0.924279275941986,0.993047583803963,-5.59524832644271
"RDM1P5",-0.0970730872770003,3.20565684078425,-0.0971333742833129,0.924314256394581,0.993047583803963,-5.59525244607165
"LINC00960",0.109662835642829,4.71358233456527,0.097101523325308,0.92433898974271,0.993047583803963,-5.59525535774226
"VMO1",-0.0996246244226517,4.35149376950163,-0.0969827907819967,0.92443119031835,0.993047583803963,-5.59526620333578
"MZT2B",0.0794237987555686,8.01684603474612,0.0968295635796772,0.924550179084165,0.993047583803963,-5.59528018025929
"CMTM6",0.0678437168757409,8.26270813044769,0.0967405623557543,0.924619293971634,0.993047583803963,-5.59528828855517
"NLGN2",-0.0425840437388629,7.19921333814186,-0.0966302406650709,0.924704966401956,0.993047583803963,-5.59529832888366
"SAAL1",0.0535910456952147,6.69663580897545,0.0965255182693647,0.924786291510741,0.993047583803963,-5.59530784904357
"FAM20A",-0.0824330134756126,5.20484996053742,-0.0964284358243109,0.924861684400263,0.993047583803963,-5.59531666546307
"NUP62CL",0.100311468766348,3.13605574880362,0.096420081097469,0.924868172601913,0.993047583803963,-5.5953174237732
"CHORDC1",0.0516895464711169,8.93285165512089,0.0963689052665706,0.924907915390951,0.993047583803963,-5.59532206727555
"CDKN2B-AS1",-0.11889933773887,2.14906927202749,-0.0962474620592869,0.925002228181135,0.993047583803963,-5.59533307672711
"ABRAXAS2",-0.0423028471577442,8.17721123654112,-0.0962290147249521,0.925016554485175,0.993047583803963,-5.59533474786056
"ERFE",0.0608736139066108,5.21256999085738,0.0960029334583893,0.925192132718012,0.993047583803963,-5.59535520246177
"ID4",-0.0635714887785337,9.55440678036112,-0.0959433398313393,0.925238414747348,0.993047583803963,-5.59536058617062
"GGT7",0.0892499460389322,6.55744810475873,0.0959266044403741,0.925251411958256,0.993047583803963,-5.59536209745151
"YWHAH",-0.071777817196403,7.39549711300436,-0.0958481015911735,0.925312379948556,0.993047583803963,-5.59536918309864
"NOMO2",-0.088963914886373,4.02502473090482,-0.0958312440166697,0.925325472180966,0.993047583803963,-5.5953707039038
"C16orf89",0.0575341286189515,6.95959754152795,0.0957454273694023,0.92539212100393,0.993047583803963,-5.59537844170851
"SKIV2L",0.0707246787941438,6.70890349304455,0.095622059508405,0.925487934724217,0.993047583803963,-5.59538955325877
"QSER1",0.0542469567178205,8.6441887200016,0.0954534947872342,0.925618852598325,0.993047583803963,-5.59540471250095
"SNX22",0.0564785623778139,6.9544636839029,0.0953935818243023,0.925665385293369,0.993047583803963,-5.59541009411975
"CPEB2",0.044044008391694,10.4558462838251,0.0953025729925952,0.925736069818806,0.993047583803963,-5.59541826243936
"IFT27",0.0700500057701197,6.0374263333795,0.0952948031926546,0.925742104479647,0.993047583803963,-5.59541895944197
"ZNF594",-0.0510671646088712,5.67297825868366,-0.0952535348770693,0.925774156903457,0.993047583803963,-5.59542266053299
"NFE4",-0.102954871563099,4.09819013164284,-0.0952153453113051,0.92580381823482,0.993047583803963,-5.59542608408504
"LOC101928401",0.103684158045223,2.37271020785437,0.0951766588242071,0.925833865637981,0.993047583803963,-5.59542955078699
"P2RX5",-0.0948626383249218,7.32608676161014,-0.0951656136459151,0.925842444338299,0.993047583803963,-5.59543054028901
"IL21R",-0.0968492123923506,5.17005114011181,-0.0951491086907729,0.925855263621246,0.993047583803963,-5.59543201870127
"C5orf22",-0.0401973223122765,7.68695898860589,-0.0950894387855774,0.925901609000857,0.993047583803963,-5.59543736142855
"FBXL19-AS1",-0.0558927824582511,4.41281945124032,-0.095010366184407,0.925963024818206,0.993047583803963,-5.59544443628129
"TCEAL1",-0.0520050326318966,8.45667787204588,-0.0949918197720165,0.925977429919381,0.993047583803963,-5.59544609483149
"HMGCR",0.0443456297423683,8.92004688973526,0.0949254789280319,0.926028957445993,0.993047583803963,-5.59545202484901
"RPL23A",0.0560790324238081,10.9605259430746,0.0948380318041095,0.926096878947899,0.993047583803963,-5.59545983517804
"RPL32",0.0528230532557696,11.1835333613565,0.0947606823045456,0.926156957982913,0.993047583803963,-5.59546673765024
"TRNT1",0.0439100700578772,7.95647994301587,0.0947490802408532,0.926165969598883,0.993047583803963,-5.59546777250397
"SMAD5-AS1",-0.0962881213363271,4.14709063403174,-0.0947371538769049,0.92617523311828,0.993047583803963,-5.59546883615203
"NLGN1",0.0591523129176075,6.7259137632325,0.0947052835072406,0.926199987725362,0.993047583803963,-5.59547167784261
"B3GAT2",-0.0793426588328687,7.76716307135236,-0.0946263699634641,0.926261282430447,0.993047583803963,-5.59547870998477
"TINF2",0.0383528978126648,8.05419257029761,0.0945539587034603,0.926317527038976,0.993047583803963,-5.59548515754738
"VGLL1",0.0695583404410902,4.95174557894211,0.0945415016926485,0.926327202920235,0.993047583803963,-5.59548626623393
"OXT",0.0541345641994098,3.22322568605345,0.0945387036554575,0.926329376274441,0.993047583803963,-5.59548651524202
"CYP2C19",-0.113297261817528,4.45558055768476,-0.094516321280349,0.926346761637364,0.993047583803963,-5.59548850687081
"USP11",0.0415256699093405,9.12082580541159,0.094488003103019,0.926368757652992,0.993047583803963,-5.59549102600469
"GAR1",0.0359454053222379,7.73597564358619,0.0943444343816383,0.926480274989461,0.993047583803963,-5.5955037860244
"PRPH",-0.0667437687932928,11.6297729309517,-0.0943444061277405,0.926480296935903,0.993047583803963,-5.59550378853363
"LOC100506406",0.0842872841035618,4.64695131581269,0.094264963428224,0.926542004942669,0.993047583803963,-5.59551084087104
"LOC100506885",-0.115433600322273,3.57606833945753,-0.0942637733575628,0.926542929347207,0.993047583803963,-5.59551094647166
"FAM24A",0.104363830342512,1.74369828191745,0.0942370994343134,0.926563648731109,0.993047583803963,-5.59551331302628
"MVK",0.0499961516835921,8.43690140141317,0.0939961581520242,0.926750806175802,0.993047583803963,-5.59553465944076
"ALMS1P1",0.0589299072373368,6.02956927675005,0.0939028918775646,0.926823254432454,0.993047583803963,-5.59554290780705
"THOC7",0.0409526471646533,9.49263845403935,0.0938914452250203,0.926832146118761,0.993047583803963,-5.59554391957319
"DCT",-0.0447581452574033,6.00877902970846,-0.0938277325363278,0.926881637916674,0.993047583803963,-5.59554954886852
"RHOJ",-0.128060343521201,5.55893948092986,-0.0938223564305515,0.92688581407191,0.993047583803963,-5.59555002369652
"LPAR5",0.0922116113984046,4.9164768185825,0.0937752022923465,0.926922443471866,0.993047583803963,-5.59555418727684
"ADA2",0.0747382794229541,7.69712080453375,0.0937275179285417,0.926959484930889,0.993047583803963,-5.59555839554981
"TAF7L",-0.103366117792371,3.26311455917105,-0.0936331359793417,0.927032801845016,0.993047583803963,-5.59556671870996
"REG1A",-0.0891356676280308,3.70384564783184,-0.0935449377368943,0.927101315825924,0.993047583803963,-5.59557448898803
"CCDC7",0.0762040174309782,4.58788249754237,0.0933604645748591,0.927244619882197,0.993047583803963,-5.59559071746666
"CEP19",0.035327713932837,7.16596585300074,0.093321477827637,0.927274906252057,0.993047583803963,-5.59559414311659
"SULT1B1",-0.0873715298880278,5.16661990057001,-0.0933155207531602,0.927279533941853,0.993047583803963,-5.59559466642128
"LOC105370549",0.11510411589201,2.98572884219941,0.093201139446787,0.927368390382463,0.993047583803963,-5.59560470788487
"TCERG1L",0.0503584337134839,5.80146354185152,0.0931245986332917,0.927427851235497,0.993047583803963,-5.59561142048893
