,1,2,3,4,5,6,symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
46,C5AR1,IL7,MAPK8,CXCL8,GH2,,MAPK8,-0.5948498888635749,8.08392382436881,-1.11687114878858,0.287131103316524,0.9327409955587059,-5.04615760669445
47,C3AR1,IL9,MAPK10,CXCL1,CSH1,,MAPK10,-0.285768164508454,8.96002655532698,-0.592344860247706,0.565231711251961,0.963533309258848,-5.437241164063151
48,FPR1,IL15,MAPK9,CXCL2,CSH2,,MAPK9,-0.141241816244676,9.66946573158473,-0.222178272128678,0.8281218353181371,0.987595915630745,-5.57649780635943
49,FPR3,IL21,MAPK1,CXCL3,LEP,,MAPK1,-0.224220124045299,9.918000497665199,-0.548220638333523,0.594157193786391,0.965768191109729,-5.460199820473161
50,FPR2,TSLP,MAPK3,CLK,THPO,,MAPK3,-0.0887709436513751,7.35657296788471,-0.166491090984008,0.8706990152584341,0.988095945156298,-5.586654855986179
51,APLN,IL3,FOS,,PRL,,FOS,2.18940466938679,6.43201316051311,2.35765448010281,0.0373118069643371,0.8145225287106641,-3.53107557454452
52,APLNR,IL5,JUN,,EGF,,JUN,0.22646357910983103,9.8609014313754,0.579410282462888,0.57363091449304,0.963533309258848,-5.44414347033741
53,CCK,CSF2,IL6,,PDGFA,,IL6,-1.07748023568951,5.086544451374491,-1.6088385255167201,0.13508766781710402,0.8996192815218951,-4.51719117499175
54,CCKAR,IL13,IL12A,,PDGFB,,IL12A,-2.62442684744978,2.44888484950552,-3.1561228873117995,0.008816822704936209,0.714980404002396,-2.39632692816557
55,CCKBR,EPO,IL12B,,IL2RA,,IL12B,-2.28077074526907,3.1196509326502997,-1.91013874560377,0.0816955303821369,0.8633695197115241,-4.1390742071222
56,EDN2,GH1,IL23A,,IL2RB,,IL23A,-0.119055989293933,4.6831056223327305,-0.104209004434532,0.9188219010215491,0.9926402660938309,-5.59458200318674
57,EDN3,GH2,TNF,,IL2RG,,TNF,-1.90050032550245,4.57222705451256,-2.14714317490249,0.0541713688282855,0.827792093026838,-3.82223630608999
58,EDNRA,CSH1,IL10,,IL3RA,,IL10,-1.41604570676252,3.4755064555603497,-1.3549865091746203,0.20177218285774898,0.9152176918647,-4.80635318840872
59,EDNRB,CSH2,IRF1,,IL4R,,IRF1,0.6394780925102371,5.87860286389832,1.2286815941283602,0.244054160696693,0.9253462617814661,-4.93775061378308
60,MC1R,PRL,IRF8,,IL5RA,,IRF8,-0.515759236656019,6.37109615924569,-0.777874692160638,0.45255064965741404,0.950061682540906,-5.32296182135524
61,MC4R,LEP,GNAI1,,IL9R,,GNAI1,-0.607150075820822,9.35759184075489,-0.879077806111802,0.397585480341472,0.9477632517106751,-5.249085455386969
62,MC5R,IL6,GNAI3,,IL10RA,,GNAI3,-0.26156917415880804,8.77715275415579,-0.531594163188949,0.6052535348709139,0.968370911451122,-5.46841740189739
63,NPY1R,IL11,GNAI2,,IL10RB,,GNAI2,0.0741052373890163,6.910268189337581,0.140675185594913,0.8905917827307109,0.989444241264051,-5.590381627661119
64,NPY2R,IL12A,CXCL8,,IL11RA,,CXCL8,-1.90297244653725,5.699844797908651,-1.62066499274583,0.1325132896357,0.8986749749695391,-4.50299665824208
65,NPY4R,IL12B,CXCL5,,IL12RB1,,CXCL5,0.40602592330146997,6.55617406911117,0.671623900319155,0.5152584444329921,0.9577352838097181,-5.3918604339493506
66,NPY4R2,IL23A,CXCL6,,IL12RB2,,CXCL6,1.19457000570882,3.02075407951509,0.8869208594456321,0.39352382970972705,0.9473263429225659,-5.2430355899551
67,NPY5R,IL27,NOD1,,IL13RA1,,NOD1,0.169834460353059,5.70844349362362,0.27911952350667896,0.7851727961602559,0.9838993083265029,-5.563135834846769
68,GPR83,IL31,IL1A,,IL13RA2,,IL1A,1.3718692095816398,4.26854812209088,1.6757082263381398,0.121091813189748,0.8878403378063409,-4.436173421881709
