,6,logFC
0,SLC32A1,0.270554893291291
1,CHRNA6,-0.5685286310566899
2,CACNA1A,-0.47657104837845105
3,CACNA1B,-0.87902604551703
4,CHRNA4,-1.21555527573068
5,CHRNB2,-0.218113280724849
6,GABRA1,-3.0796353468900697
7,GABRA2,1.00638689991527
8,GABRA3,-1.8198874750695
9,GABRA4,2.1091237843277697
10,GABRA5,0.160130668696633
11,GABRA6,-0.127403660449176
12,GABRB1,-0.9071339069627451
13,GABRB3,-0.23503008428180802
14,GABRB2,-2.75369164418043
15,GABRG1,0.24031168783106602
16,GABRG2,-1.0875914111405698
17,GABRG3,0.542243101400264
18,GABRD,-0.664585170096402
19,GABRQ,-1.75742773699018
20,GABRP,0.346539157926697
21,GABRR1,-0.550627794214246
22,GABRR2,-0.0933333504931886
23,GABRR3,0.7748221383102021
24,SLC17A6,-3.4144321210424398
25,SLC17A8,-0.79679068040168
26,SLC17A7,0.668135863035751
27,GRIN1,-0.9682496355012329
28,GRIN2A,0.0734928382110454
29,GRIN2B,0.12617289522046402
30,GRIN2C,0.0309934882155716
31,GRIN2D,-1.24298480343824
32,GRIN3A,-0.6727481300654571
33,GRIN3B,-1.4328961701884402
34,GRIA1,-0.48374466313929604
35,GRIA2,-0.7328347398281642
36,GRIA3,-0.8974945751107791
