,1,2,3,4,5,6,symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
19,HRH1,CCL7,IL1B,NFKB2,IL24,GABRE,NFKB2,0.0491033983932425,3.4394843632441496,0.0642177093659921,0.949913793315721,0.9967005183518679,-5.59775268790876
20,HRH2,CCL2,C1QA,NFKBIA,IFNA1,GABRQ,NFKBIA,-0.0240312859808789,9.06117296129706,-0.0335358544330469,0.9738296939292671,0.9979523429902059,-5.5991652316934095
21,HRH3,CCL11,C1QB,NFKB1,IFNA2,GABRP,NFKB1,0.0227248208606943,6.227976563470159,0.0479972062455742,0.9625525237292389,0.9979523429902059,-5.59860987779891
22,HRH4,CCL24,C1QC,RELA,IFNA4,GABRR1,RELA,0.840837932713353,7.1960972345722904,1.6705652860023998,0.12212075959704699,0.890475667827011,-4.44246873865689
23,HTR1A,CCL26,C1R,HBS1L,IFNA5,GABRR2,HBS1L,-0.775736182673703,7.51780528350551,-1.3055687209234,0.217538958787442,0.9205000995138,-4.85883837556297
24,HTR1B,CCL27,C1S,EEF1A1,IFNA6,GABRR3,EEF1A1,0.4212602325213,12.725492658416501,0.6883453214820411,0.505059009077089,0.9577352838097181,-5.3816228683490195
25,HTR1D,CCL28,C2,EEF1A2,IFNA7,SLC17A6,EEF1A2,0.355060496819627,8.28801746927859,0.529027323508567,0.606975992861094,0.9693856277963171,-5.46966476315318
26,HTR1E,CCL18,C4A,HSF1,IFNA8,SLC17A8,HSF1,-2.04399139436685,4.8980029989108695,-2.90116120622364,0.0139952376987201,0.7314505837667841,-2.7592458000466
27,HTR2B,CXCL2,C5,HSPA2,IFNA14,GRIN1,HSPA2,-0.20395717941473998,9.12955051298648,-0.325344749132867,0.750838037405306,0.9810985782005841,-5.55009277499364
28,HTR2C,CXCL3,SERPING1,HSPA1L,IFNA16,GRIN2A,HSPA1L,-1.33264197579899,6.15086228040042,-2.6121515189446,0.0236206420345804,0.7879636232605991,-3.17159920989603
29,HTR5A,CXCL6,C4BPB,HSPA6,IFNA21,GRIN2C,HSPA6,-0.496338070452121,4.84521682957193,-0.368750533064356,0.7190987793629371,0.9784859605968229,-5.53606956939144
30,HTR7,PPBP,TLR4,NAIP,IFNG,GRIN3A,NAIP,0.24881868134212198,6.53888635775339,0.433488795097068,0.6727823790422359,0.9753461004207991,-5.511993502161549
31,TAAR9,PF4,CD14,CASP7,IFNE,GRIN3B,CASP7,0.8344612214146121,6.40476781421128,1.5350601113473001,0.152157037416851,0.9058462139640521,-4.604374805001741
32,TAAR6,PF4V1,TIRAP,NLRC4,IFNK,GRIA1,NLRC4,-0.0578260205641712,4.10525332276914,-0.054638437535370996,0.9573762937045731,0.9979523429902059,-5.59828885665246
33,TAAR1,CXCL9,MYD88,PYCARD,IFNL1,GRIA2,PYCARD,2.41863793148383,4.46169519856527,3.14508013457008,0.008994758842063341,0.715164567801685,-2.41197936391602
34,TAAR8,CXCL10,IRAK4,CASP1,IFNL2,GRIA3,CASP1,0.14428128818754998,6.07575750869629,0.22225411448269503,0.8280642041016429,0.987595915630745,-5.57648200549883
35,TAAR5,CXCL11,IRAK1,IL18,IFNL3,GRIA,IL18,-0.18331432222879898,5.0184356490689295,-0.184113734381755,0.8571719989170891,0.987993190658461,-5.58375313654091
36,TAAR2,CXCL13,TRAF6,IL1B,IFNW1,,IL1B,-0.20624243930673,6.1324366673945905,-0.222967887942579,0.827521872322175,0.987595915630745,-5.576333037612191
37,AGTR1,CXCL12,NFKB1,TLR5,OSM,,TLR5,-0.239220217739927,6.303496582065019,-0.530850123343426,0.605752560794163,0.968370911451122,-5.4687795568611595
38,AGTR2,CXCL16,RELA,TLR2,LIF,,TLR2,-1.6363067141335,5.53426010914318,-1.81789237552937,0.0955446791379117,0.868392436449489,-4.25821012480663
39,NMB,CXCL14,TICAM2,CD14,TSLP,,CD14,2.3807956174735,5.7787629596680405,2.80803490393574,0.0165699634985206,0.7709936884495359,-2.89223920875498
40,GRP,CXCL17,TICAM1,TLR4,CTF1,,TLR4,-0.191859812400967,5.71219511657873,-0.366165774781603,0.720974174544331,0.9788292088470779,-5.53695251080781
41,NMBR,XCL1,IRF3,MYD88,CSF2,,MYD88,0.9587918161835369,7.24751306584103,1.5159009382593998,0.15688431363775798,0.9095888632971999,-4.62661555158874
42,GRPR,XCL2,MAPK11,TNF,CNTF,,TNF,-1.90050032550245,4.57222705451256,-2.14714317490249,0.0541713688282855,0.827792093026838,-3.82223630608999
43,BRS3,CX3CL1,MAPK12,IL6,CSF3,,IL6,-1.07748023568951,5.086544451374491,-1.6088385255167201,0.13508766781710402,0.8996192815218951,-4.51719117499175
44,BDKRB1,IL2,MAPK13,IL12A,EPO,,IL12A,-2.62442684744978,2.44888484950552,-3.1561228873117995,0.008816822704936209,0.714980404002396,-2.39632692816557
45,BDKRB2,IL4,MAPK14,IL12B,GH1,,IL12B,-2.28077074526907,3.1196509326502997,-1.91013874560377,0.0816955303821369,0.8633695197115241,-4.1390742071222
46,C5AR1,IL7,MAPK8,CXCL8,GH2,,CXCL8,-1.90297244653725,5.699844797908651,-1.62066499274583,0.1325132896357,0.8986749749695391,-4.50299665824208
47,C3AR1,IL9,MAPK10,CXCL1,CSH1,,CXCL1,-0.13984196327408602,5.83250171327008,-0.176181580836754,0.8632550428906121,0.987993190658461,-5.58509511126959
48,FPR1,IL15,MAPK9,CXCL2,CSH2,,CXCL2,-0.262940642740697,6.366605348478861,-0.28431529483304196,0.7812881557183009,0.9834854352990771,-5.56176759485929
49,FPR3,IL21,MAPK1,CXCL3,LEP,,CXCL3,1.39134461372726,5.0635117678815,1.4131017660278502,0.184453897345818,0.910711646310028,-4.74295041290534
