,3,logFC
0,ITGA5,0.7083805654072142
1,ITGB1,0.273254340978689
2,ITGAM,1.9551390207376
3,ITGB2,2.3663788785122404
4,CALML3,-0.0521273302710039
5,CALM3,-0.8028282518061439
6,CALM1,0.616325069779704
7,CALML6,-0.5897608560011789
8,CALML5,0.8952515193415579
9,CALML4,-0.39351051195102604
10,RHOA,0.349388640241923
11,CFL1,-0.84674456282452
12,CFL2,-0.38161332991492203
13,CASP3,-0.9589428661477422
14,CASP7,0.8344612214146121
15,CASP1,0.14428128818754998
16,PYCARD,2.41863793148383
17,NLRP3,-0.21676844836321696
18,IL1B,-0.20624243930673
19,C1QA,1.33474555243873
20,C1QB,0.0695740741504043
21,C1QC,-2.12425856758391
22,C1R,0.551102216876448
23,C1S,0.25735869399258604
24,C2,-2.59248014695066
25,C3,0.27942220655322497
26,C5,-0.22670355243605103
27,SERPING1,-0.15045575875528602
28,C4BPA,0.462277745921385
29,C4BPB,0.269885643960643
30,LY96,0.24381886318792
31,TLR4,-0.191859812400967
32,CD14,2.3807956174735
33,TIRAP,0.105437188844986
34,MYD88,0.9587918161835369
35,IRAK4,0.538342795985432
36,IRAK1,-0.27504792982647
37,TRAF6,-0.5464580301215449
38,NFKB1,0.0227248208606943
39,RELA,0.840837932713353
40,TICAM1,0.8417117438128179
41,IRF3,0.0966957572180824
42,MAPK11,-0.763558524009842
43,MAPK12,-1.2962729368416899
44,MAPK13,-0.15279935403157802
45,MAPK14,0.21893024646751397
46,MAPK8,-0.5948498888635749
47,MAPK10,-0.285768164508454
48,MAPK9,-0.141241816244676
49,MAPK1,-0.224220124045299
50,MAPK3,-0.0887709436513751
51,FOS,2.18940466938679
52,JUN,0.22646357910983103
53,IL6,-1.07748023568951
54,IL12A,-2.62442684744978
55,IL12B,-2.28077074526907
56,IL23A,-0.119055989293933
57,TNF,-1.90050032550245
58,IL10,-1.41604570676252
59,IRF1,0.6394780925102371
60,IRF8,-0.515759236656019
61,GNAI1,-0.607150075820822
62,GNAI3,-0.26156917415880804
63,GNAI2,0.0741052373890163
64,CXCL8,-1.90297244653725
65,CXCL5,0.40602592330146997
66,CXCL6,1.19457000570882
67,NOD1,0.169834460353059
68,IL1A,1.3718692095816398
