,1,logFC
204,GRM6,-0.321524036900447
205,GRM7,0.343676545547761
206,GRM8,0.44361321020035105
207,GABBR1,0.0637429371060492
208,GABBR2,-1.59467431043619
209,GPR156,-0.664060088135115
210,MLN,1.2919217088980401
211,MLNR,-2.7142764101267005
212,NPB,0.730667893007064
213,NPBWR1,-0.486787868354663
214,NPBWR2,-0.6114708340681769
215,PRLH,0.0375781240391655
216,PRLHR,0.0176950251921344
217,GRIN1,-0.9682496355012329
218,GRIN2A,0.0734928382110454
219,GRIN2B,0.12617289522046402
220,GRIN2C,0.0309934882155716
221,GRIN2D,-1.24298480343824
222,GRIN3A,-0.6727481300654571
223,GRIN3B,-1.4328961701884402
224,GABRA1,-3.0796353468900697
225,GABRA2,1.00638689991527
226,GABRA3,-1.8198874750695
227,GABRA4,2.1091237843277697
228,GABRA5,0.160130668696633
229,GABRA6,-0.127403660449176
230,GABRB1,-0.9071339069627451
231,GABRB3,-0.23503008428180802
232,GABRB2,-2.75369164418043
233,GABRD,-0.664585170096402
234,GABRG1,0.24031168783106602
235,GABRG2,-1.0875914111405698
236,GABRG3,0.542243101400264
237,GABRP,0.346539157926697
238,GABRR1,-0.550627794214246
239,GABRR2,-0.0933333504931886
240,GABRR3,0.7748221383102021
241,GABRQ,-1.75742773699018
242,CHRNA1,-0.216303995323349
243,CHRNA2,1.22015351429589
244,CHRNA3,0.6315367102754879
245,CHRNA4,-1.21555527573068
246,CHRNA5,1.24416317388953
247,CHRNA6,-0.5685286310566899
248,CHRNA9,-0.7297998145027471
249,CHRNA10,1.6648716665905299
250,CHRNB1,-0.516329924172349
251,CHRNB2,-0.218113280724849
252,CHRNB3,-1.78799549135607
253,CHRNB4,-1.40095727728982
254,CHRND,0.0475188403204498
255,CHRNE,-1.00703995047708
256,CHRNG,1.7718365145437198
257,P2RX1,1.3705052996525202
258,P2RX2,-0.580395200362211
259,P2RX3,-0.11207806147249098
260,P2RX4,0.155942868921264
261,P2RX5,-0.0948626383249218
262,P2RX7,0.46496637319208795
263,P2RX6,-1.31468682613003
264,CGA,-1.7727215649829098
265,GRIA1,-0.48374466313929604
266,GRIA2,-0.7328347398281642
267,GRIA3,-0.8974945751107791
268,GRIA4,-1.1460849227036498
269,GRIK1,1.33169666774425
270,GRIK2,-0.504329842848896
271,GRIK3,0.444274116610667
272,GRIK4,1.1786447069232702
273,GRIK5,-0.34360965313417097
274,GRID1,-0.169922147149375
275,GRID2,0.000957986228706798
276,GLRA1,-1.04860561547098
277,GLRA2,0.15820723375885198
278,GLRA3,2.20638608486116
279,GLRB,-0.713310834651223
280,TSPO,1.99038884514521
281,NR3C1,-0.37432238458551104
282,GH1,-1.1137274821288703
283,GH2,-2.0441582677870302
284,CSH1,0.36803319756615005
285,GHR,0.330120427039291
286,THRA,0.508740288537773
287,THRB,0.618437349418391
288,LEP,2.30131986935159
289,LEPR,-0.0048367279220640205
290,PRL,1.53644275494991
291,PRL,1.53644275494991
